,Category,Reaction Popularity,Month
1414,food,12,9
1415,food,35,7
1416,food,70,8
1417,food,30,3
1418,food,35,12
1419,food,5,2
1420,food,75,10
1421,food,5,3
1422,food,30,9
1423,food,10,12
1424,food,50,7
1425,food,0,2
1426,food,5,9
1427,food,15,6
1428,food,75,7
1429,food,5,1
1430,food,20,2
1431,food,10,8
1432,food,10,8
1433,food,0,7
1434,food,5,11
1435,food,35,5
1436,food,5,6
1437,food,35,4
1438,food,60,5
1439,food,5,7
1440,food,72,11
1441,food,15,8
1442,food,5,5
1443,food,70,8
1444,food,70,3
1445,food,75,6
1446,food,75,2
1447,food,0,9
1448,fitness,72,2
1449,dogs,35,10
1450,dogs,10,11
1451,dogs,65,1
1452,dogs,10,11
1453,dogs,5,9
1454,dogs,75,1
1455,dogs,45,1
1456,dogs,60,9
1457,dogs,60,6
1458,dogs,65,7
1459,dogs,50,2
1460,dogs,20,10
1461,dogs,72,9
1462,dogs,5,9
1463,dogs,50,3
1464,dogs,72,2
1465,healthy eating,12,4
1466,healthy eating,0,2
1467,healthy eating,30,7
1468,healthy eating,35,11
1469,healthy eating,5,5
1470,healthy eating,70,4
1471,healthy eating,35,7
1472,healthy eating,45,9
1473,healthy eating,72,10
1474,healthy eating,10,11
1475,healthy eating,30,1
1476,healthy eating,0,4
1477,healthy eating,10,3
1478,healthy eating,45,9
1479,healthy eating,12,9
1480,healthy eating,70,12
1481,healthy eating,60,10
1482,healthy eating,30,6
1483,healthy eating,30,6
1484,healthy eating,60,6
1485,healthy eating,60,6
1486,healthy eating,72,6
1487,healthy eating,45,3
1488,healthy eating,35,12
1489,healthy eating,35,8
1490,healthy eating,5,10
1491,healthy eating,12,2
1492,healthy eating,5,9
1493,healthy eating,35,12
1494,healthy eating,5,3
1495,healthy eating,35,12
1496,healthy eating,12,5
1497,healthy eating,5,2
1498,healthy eating,15,8
1499,healthy eating,75,7
1500,healthy eating,10,5
1501,healthy eating,75,7
1502,healthy eating,50,12
1503,healthy eating,50,4
1504,healthy eating,50,6
1505,healthy eating,60,12
1506,healthy eating,70,9
1507,culture,70,11
1508,culture,0,7
1509,culture,10,5
1510,culture,30,1
1511,culture,35,5
1512,culture,75,4
1513,culture,12,5
1514,culture,0,2
1515,culture,65,8
1516,culture,65,9
1517,culture,72,11
1518,culture,35,10
1519,culture,65,8
1520,culture,75,9
1521,culture,50,3
1522,culture,72,11
1523,culture,60,1
1524,culture,20,9
1525,culture,0,6
1526,culture,70,4
1527,culture,15,10
1528,culture,70,6
1529,culture,70,6
1530,culture,75,6
1531,culture,20,4
1532,culture,45,7
1533,culture,15,10
1534,culture,15,10
1535,culture,50,8
1536,culture,10,7
1537,culture,12,2
1538,culture,12,10
1539,culture,5,2
1540,culture,45,6
1541,culture,70,9
1542,culture,35,5
1543,soccer,0,5
1544,soccer,45,7
1545,soccer,20,1
1546,soccer,15,12
1547,soccer,45,11
1548,soccer,45,9
1549,soccer,70,2
1550,soccer,65,9
1551,soccer,30,11
1552,soccer,20,10
1553,soccer,45,1
1554,soccer,70,6
1555,soccer,30,12
1556,soccer,45,12
1557,soccer,5,11
1558,soccer,65,10
1559,soccer,35,10
1560,soccer,75,6
1561,soccer,75,4
1562,soccer,15,6
1563,soccer,0,4
1564,soccer,50,8
1565,soccer,30,12
1566,soccer,30,9
1567,soccer,30,10
1568,soccer,35,6
1569,soccer,35,5
1570,soccer,20,11
1571,soccer,10,2
1572,soccer,30,5
1573,soccer,35,9
1574,soccer,70,3
1575,soccer,72,6
1576,soccer,70,4
1577,soccer,0,12
1578,soccer,45,10
1579,soccer,70,5
1580,soccer,30,8
1581,soccer,45,3
1582,soccer,75,8
1583,soccer,15,7
1584,soccer,45,3
1585,culture,30,4
1586,culture,60,12
1587,culture,65,11
1588,culture,70,1
1589,culture,30,8
1590,culture,75,10
1591,culture,70,10
1592,culture,5,11
1593,culture,65,4
1594,culture,5,4
1595,culture,30,3
1596,culture,70,4
1597,culture,45,5
1598,culture,60,3
1599,culture,50,11
1600,culture,65,3
1601,culture,45,10
1602,culture,72,10
1603,culture,30,11
1604,culture,10,4
1605,culture,30,12
1606,culture,60,12
1607,culture,72,10
1608,culture,50,5
1609,culture,0,12
1610,culture,20,5
1611,culture,72,6
1612,culture,10,4
1613,culture,35,12
1614,culture,35,1
1615,culture,30,9
1616,culture,75,9
1617,culture,0,10
1618,culture,20,5
1619,culture,70,1
1620,culture,70,5
1621,education,70,1
1622,education,12,7
1623,education,60,7
1624,education,70,10
1625,education,0,3
1626,education,70,6
1627,education,45,11
1628,education,60,3
1629,education,35,10
1630,education,30,1
1631,education,65,1
1632,education,15,9
1633,education,72,10
1634,education,75,8
1635,education,20,8
1636,education,65,8
1637,education,12,3
1638,education,15,6
1639,education,70,3
1640,education,65,7
1641,education,35,1
1642,education,15,10
1643,education,50,9
1644,education,60,5
1645,education,60,4
1646,education,12,9
1647,education,60,4
1648,education,15,9
1649,education,5,1
1650,education,70,7
1651,education,15,8
1652,education,15,12
1653,education,15,6
1654,education,35,7
1655,education,30,1
1656,education,65,4
1657,education,50,1
1658,education,72,2
1659,education,10,6
1660,education,50,9
1661,education,75,4
1662,education,75,9
1663,education,35,4
1664,education,72,2
1665,education,70,9
1666,education,30,9
1667,education,72,12
1668,education,45,7
1669,education,72,2
1670,education,0,11
1671,education,75,11
1672,education,72,3
1673,education,75,1
1674,education,45,11
1675,education,75,10
1676,education,45,2
1677,education,72,7
1678,education,60,8
1679,education,0,6
1680,education,35,2
1681,education,72,4
1682,education,72,5
1683,education,60,8
1684,education,35,2
1685,education,45,5
1686,education,50,12
1687,education,15,1
1688,education,60,10
1689,education,75,11
1690,education,45,4
1691,education,10,11
1692,education,5,8
1693,education,50,10
1694,education,20,6
1695,education,20,3
1696,education,50,10
1697,education,72,7
1698,education,65,5
1699,education,65,10
1700,education,12,1
1701,education,45,6
1702,education,70,6
1703,education,35,4
1704,education,75,6
1705,education,70,1
1706,education,15,7
1707,education,72,9
1708,education,20,1
1709,education,5,1
1710,education,20,8
1711,education,30,11
1712,education,5,10
1713,education,30,1
1714,studying,5,6
1715,studying,10,8
1716,studying,75,9
1717,studying,15,9
1718,studying,65,2
1719,studying,50,11
1720,studying,30,12
1721,studying,75,9
1722,studying,0,12
1723,studying,70,9
1724,studying,60,9
1725,studying,10,10
1726,studying,10,8
1727,studying,60,9
1728,studying,30,8
1729,studying,0,4
1730,studying,15,6
1731,studying,70,7
1732,studying,60,7
1733,studying,75,3
1734,studying,12,12
1735,studying,5,4
1736,studying,35,9
1737,studying,10,7
1738,studying,70,1
1739,studying,60,9
1740,studying,60,1
1741,studying,30,11
1742,studying,12,8
1743,studying,10,2
1744,studying,12,1
1745,studying,15,2
1746,studying,70,4
1747,studying,30,1
1748,studying,15,5
1749,studying,50,4
1750,studying,30,3
1751,studying,35,2
1752,studying,35,11
1753,studying,72,2
1754,studying,20,12
1755,studying,5,12
1756,studying,15,5
1757,studying,15,1
1758,studying,20,9
1759,studying,0,6
1760,science,0,1
1761,science,45,9
1762,science,12,11
1763,science,70,2
1764,science,60,11
1765,science,20,8
1766,science,50,1
1767,science,50,12
1768,science,30,2
1769,science,12,2
1770,science,5,8
1771,science,72,8
1772,science,72,11
1773,science,15,5
1774,science,0,11
1775,science,72,2
1776,science,72,12
1777,science,60,5
1778,science,15,12
1779,science,50,3
1780,science,30,7
1781,science,70,11
1782,science,20,3
1783,science,50,1
1784,science,70,1
1785,science,0,1
1786,science,5,5
1787,science,75,6
1788,science,15,6
1789,science,70,10
1790,science,45,5
1791,science,5,9
1792,science,50,11
1793,science,60,6
1794,science,10,7
1795,science,50,7
1796,science,5,2
1797,science,65,3
1798,science,70,2
1799,science,5,7
1800,science,15,7
1801,science,75,9
1802,science,75,7
1803,studying,72,10
1804,studying,60,9
1805,studying,15,8
1806,studying,70,1
1807,studying,12,6
1808,studying,30,4
1809,studying,12,7
1810,studying,65,11
1811,studying,10,6
1812,studying,72,9
1813,studying,45,4
1814,studying,35,9
1815,studying,72,11
1816,studying,30,9
1817,studying,12,11
1818,studying,65,11
1819,studying,65,10
1820,studying,10,11
1821,studying,35,1
1822,studying,60,3
1823,studying,60,12
1824,studying,45,11
1825,studying,70,5
1826,studying,15,8
1827,studying,65,3
1828,studying,72,8
1829,studying,10,6
1830,studying,35,5
1831,studying,70,5
1832,fitness,72,6
1833,fitness,60,3
1834,fitness,10,6
1835,fitness,35,6
1836,fitness,30,3
1837,fitness,0,3
1838,fitness,45,12
1839,fitness,10,9
1840,fitness,72,5
1841,fitness,12,4
1842,fitness,0,6
1843,fitness,15,1
1844,fitness,30,2
1845,fitness,75,5
1846,fitness,65,9
1847,fitness,75,6
1848,fitness,72,10
1849,fitness,60,12
1850,fitness,70,2
1851,fitness,60,5
1852,fitness,72,1
1853,fitness,15,9
1854,fitness,12,4
1855,fitness,35,9
1856,fitness,60,6
1857,fitness,45,2
1858,fitness,35,9
1859,fitness,70,6
1860,fitness,12,1
1861,fitness,70,2
1862,fitness,0,1
1863,fitness,15,3
1864,fitness,5,2
1865,fitness,72,10
1866,fitness,15,12
1867,veganism,12,6
1868,veganism,30,12
1869,veganism,70,2
1870,veganism,72,9
1871,science,70,4
1872,science,20,6
1873,science,12,7
1874,science,75,9
1875,science,5,6
1876,science,10,10
1877,science,65,7
1878,science,70,7
1879,science,70,12
1880,science,45,9
1881,science,50,6
1882,science,35,8
1883,science,12,11
1884,science,15,9
1885,science,65,1
1886,science,72,1
1887,science,20,4
1888,science,20,8
1889,science,35,10
1890,science,70,7
1891,science,30,11
1892,science,0,12
1893,science,35,6
1894,science,5,4
1895,science,50,10
1896,science,70,3
1897,science,70,3
1898,science,12,10
1899,science,72,8
1900,science,60,3
1901,science,0,4
1902,science,12,5
1903,science,50,12
1904,travel,70,9
1905,travel,72,10
1906,travel,65,2
1907,travel,15,5
1908,travel,70,5
1909,travel,45,1
1910,travel,50,4
1911,travel,70,5
1912,travel,70,11
1913,travel,15,11
1914,travel,10,3
1915,travel,50,3
1916,travel,65,11
1917,travel,50,2
1918,travel,45,9
1919,travel,72,2
1920,travel,72,7
1921,travel,30,11
1922,travel,0,1
1923,travel,15,10
1924,travel,45,3
1925,travel,65,4
1926,travel,20,9
1927,travel,35,4
1928,travel,15,3
1929,travel,70,4
1930,travel,45,5
1931,travel,5,8
1932,travel,10,11
1933,travel,10,6
1934,travel,75,7
1935,travel,20,9
1936,travel,35,6
1937,travel,45,5
1938,travel,60,3
1939,travel,45,5
1940,travel,65,8
1941,travel,72,4
1942,travel,75,3
1943,travel,12,8
1944,studying,70,8
1945,studying,60,10
1946,studying,50,12
1947,studying,45,4
1948,studying,75,3
1949,studying,72,5
1950,studying,70,12
1951,studying,50,6
1952,studying,60,7
1953,studying,60,6
1954,studying,60,9
1955,studying,60,9
1956,studying,20,10
1957,studying,20,2
1958,studying,30,1
1959,studying,20,11
1960,studying,45,9
1961,studying,30,4
1962,studying,35,2
1963,studying,45,5
1964,studying,70,2
1965,studying,0,9
1966,studying,70,4
1967,studying,60,3
1968,culture,35,12
1969,culture,60,10
1970,culture,30,10
1971,culture,45,4
1972,culture,70,4
1973,culture,10,2
1974,culture,45,7
1975,culture,70,11
1976,culture,15,1
1977,culture,10,11
1978,culture,15,9
1979,culture,15,5
1980,culture,70,11
1981,culture,45,7
1982,culture,0,3
1983,culture,65,2
1984,culture,20,4
1985,culture,20,5
1986,culture,30,3
1987,culture,75,8
1988,culture,70,7
1989,culture,30,9
1990,culture,10,10
1991,culture,45,3
1992,culture,60,12
1993,culture,75,11
1994,culture,12,2
1995,culture,0,6
1996,culture,10,11
1997,culture,20,7
1998,culture,15,5
1999,culture,15,11
2000,culture,50,2
2001,culture,70,4
2002,culture,70,7
2003,culture,75,9
2004,culture,70,2
2005,culture,60,12
2006,culture,75,2
2007,culture,75,1
2008,culture,45,1
2009,culture,72,10
2010,culture,70,7
2011,animals,50,10
2012,animals,65,6
2013,animals,15,9
2014,animals,35,6
2015,animals,10,9
2016,animals,12,8
2017,animals,20,2
2018,animals,75,11
2019,animals,75,12
2020,animals,12,2
2021,animals,70,1
2022,animals,10,10
2023,animals,20,10
2024,animals,45,8
2025,animals,20,11
2026,science,5,10
2027,science,75,11
2028,science,20,11
2029,science,45,7
2030,science,72,10
2031,science,70,11
2032,science,10,5
2033,science,70,7
2034,science,15,1
2035,science,12,8
2036,science,15,2
2037,science,70,6
2038,science,70,12
2039,science,60,2
2040,science,60,10
2041,science,75,7
2042,science,12,7
2043,science,5,8
2044,science,5,6
2045,science,35,6
2046,science,20,12
2047,science,72,3
2048,science,12,6
2049,science,12,5
2050,science,30,3
2051,science,12,12
2052,science,0,12
2053,science,70,8
2054,science,70,2
2055,science,30,10
2056,science,12,10
2057,science,20,7
2058,science,50,8
2059,science,75,8
2060,science,12,2
2061,science,45,1
2062,science,0,4
2063,science,20,6
2064,science,10,5
2065,science,12,2
2066,science,50,1
2067,science,65,8
2068,science,72,3
2069,science,5,10
2070,science,75,4
2071,science,0,11
2072,science,60,10
2073,science,5,8
2074,veganism,35,7
2075,veganism,70,12
2076,veganism,0,7
2077,veganism,70,5
2078,veganism,50,10
2079,veganism,15,1
2080,veganism,70,6
2081,veganism,12,7
2082,veganism,20,3
2083,food,30,8
2084,food,45,9
2085,food,30,5
2086,food,45,11
2087,food,70,6
2088,food,50,4
2089,food,12,8
2090,food,15,3
2091,food,65,9
2092,food,10,2
2093,food,70,3
2094,food,70,10
2095,food,15,5
2096,food,12,2
2097,food,20,5
2098,food,72,7
2099,food,15,9
2100,food,50,4
2101,food,35,2
2102,food,20,7
2103,food,45,9
2104,food,72,11
2105,food,60,6
2106,food,5,3
2107,food,12,1
2108,food,15,2
2109,food,50,4
2110,food,12,9
2111,food,35,7
2112,food,20,11
2113,food,72,7
2114,food,72,12
2115,food,5,4
2116,food,50,1
2117,food,70,1
2118,food,50,7
2119,food,10,2
2120,food,50,9
2121,food,70,3
2122,food,50,3
2123,food,70,12
2124,food,70,3
2125,food,0,2
2126,healthy eating,60,9
2127,healthy eating,0,6
2128,healthy eating,70,1
2129,healthy eating,72,6
2130,healthy eating,10,10
2131,healthy eating,65,10
2132,healthy eating,0,4
2133,healthy eating,70,8
2134,healthy eating,75,6
2135,healthy eating,5,8
2136,healthy eating,30,3
2137,healthy eating,75,4
2138,healthy eating,5,1
2139,healthy eating,65,1
2140,healthy eating,72,7
2141,healthy eating,50,1
2142,healthy eating,0,8
2143,healthy eating,10,10
2144,healthy eating,50,12
2145,healthy eating,5,2
2146,healthy eating,75,8
2147,healthy eating,5,1
2148,healthy eating,60,7
2149,healthy eating,75,11
2150,healthy eating,75,10
2151,studying,15,8
2152,studying,50,11
2153,studying,12,5
2154,studying,10,12
2155,studying,45,3
2156,studying,12,6
2157,studying,65,12
2158,studying,60,6
2159,studying,72,5
2160,studying,5,12
2161,studying,15,9
2162,studying,65,1
2163,studying,12,8
2164,studying,72,8
2165,studying,5,3
2166,studying,70,9
2167,studying,35,2
2168,studying,72,3
2169,travel,35,7
2170,travel,12,2
2171,travel,70,3
2172,travel,65,7
2173,travel,20,7
2174,travel,75,7
2175,travel,20,5
2176,travel,15,11
2177,travel,30,10
2178,travel,30,11
2179,travel,50,10
2180,travel,0,9
2181,travel,10,10
2182,travel,72,9
2183,travel,72,5
2184,travel,20,6
2185,travel,70,1
2186,travel,65,10
2187,travel,45,12
2188,travel,10,7
2189,travel,50,6
2190,travel,10,7
2191,travel,15,7
2192,travel,60,4
2193,travel,72,3
2194,travel,15,2
2195,travel,15,7
2196,travel,35,9
2197,travel,5,3
2198,travel,65,2
2199,travel,70,6
2200,travel,50,1
2201,travel,65,6
2202,travel,45,6
2203,travel,20,2
2204,travel,30,12
2205,travel,65,6
2206,travel,5,8
2207,travel,10,12
2208,travel,12,11
2209,travel,12,8
2210,travel,75,11
2211,travel,30,5
2212,travel,0,11
2213,travel,12,11
2214,fitness,72,9
2215,fitness,75,3
2216,fitness,65,8
2217,fitness,10,8
2218,fitness,30,1
2219,fitness,70,4
2220,fitness,45,1
2221,studying,50,2
2222,studying,60,12
2223,studying,15,1
2224,studying,5,7
2225,studying,70,12
2226,studying,70,12
2227,studying,0,9
2228,studying,70,4
2229,studying,12,8
2230,studying,30,10
2231,studying,45,5
2232,studying,70,10
2233,studying,35,1
2234,studying,75,1
2235,studying,30,8
2236,studying,45,7
2237,studying,20,6
2238,studying,70,1
2239,studying,72,1
2240,studying,5,2
2241,studying,12,10
2242,studying,60,5
2243,studying,12,1
2244,studying,50,9
2245,studying,45,6
2246,studying,5,11
2247,studying,60,7
2248,studying,72,7
2249,studying,30,8
2250,studying,35,12
2251,studying,45,7
2252,studying,15,11
2253,studying,5,9
2254,studying,45,8
2255,studying,30,10
2256,dogs,35,10
2257,dogs,12,2
2258,dogs,65,9
2259,dogs,45,6
2260,dogs,65,9
2261,dogs,70,5
2262,dogs,30,11
2263,dogs,5,1
2264,dogs,45,11
2265,dogs,75,3
2266,dogs,50,1
2267,dogs,5,6
2268,dogs,10,9
2269,dogs,10,11
2270,dogs,10,1
2271,dogs,72,4
2272,dogs,70,6
2273,dogs,35,4
2274,dogs,65,8
2275,dogs,12,8
2276,dogs,20,9
2277,dogs,72,11
2278,dogs,35,6
2279,dogs,60,6
2280,dogs,70,8
2281,dogs,30,7
2282,dogs,15,6
2283,veganism,35,7
2284,veganism,20,3
2285,veganism,10,12
2286,veganism,20,10
2287,science,30,8
2288,science,10,8
2289,science,60,3
2290,science,75,12
2291,science,60,7
2292,science,65,8
2293,science,70,2
2294,science,45,5
2295,science,65,3
2296,science,72,9
2297,science,15,6
2298,science,10,6
2299,science,12,5
2300,science,45,7
2301,science,70,3
2302,science,35,12
2303,science,30,12
2304,science,50,10
2305,science,30,10
2306,science,30,12
2307,science,60,11
2308,science,70,1
2309,science,35,12
2310,science,65,9
2311,science,0,3
2312,science,20,2
2313,science,5,6
2314,science,12,3
2315,science,50,7
2316,science,70,8
2317,science,75,10
2318,cooking,75,3
2319,cooking,15,3
2320,cooking,60,9
2321,cooking,60,10
2322,culture,50,3
2323,culture,5,4
2324,culture,30,1
2325,culture,45,10
2326,culture,70,10
2327,culture,50,9
2328,culture,0,5
2329,culture,20,12
2330,culture,12,1
2331,culture,60,11
2332,culture,50,9
2333,culture,30,11
2334,culture,0,3
2335,culture,30,12
2336,culture,70,10
2337,culture,65,6
2338,culture,10,4
2339,culture,12,7
2340,culture,70,3
2341,culture,70,12
2342,culture,5,12
2343,culture,12,1
2344,culture,70,4
2345,culture,30,12
2346,culture,12,5
